from_id,to_id,travel_time,population,schools,healthcare
89a901291abffff,89a90129bb7ffff,49,0,0,0
89a901291abffff,89a9012992bffff,42,0,0,0
89a901291abffff,89a9012b347ffff,70,0,0,0
89a901291abffff,89a9012845bffff,47,0,0,0
89a901291abffff,89a9012913bffff,19,0,0,0
89a901291abffff,89a9012b32fffff,53,0,0,0
89a901291abffff,89a90128077ffff,38,0,0,1
89a901291abffff,89a90129903ffff,46,0,0,0
89a901291abffff,89a90128433ffff,53,0,0,0
89a901291abffff,89a90128e63ffff,43,0,1,0
89a901291abffff,89a9012999bffff,47,0,0,0
89a901291abffff,89a9012ac4bffff,57,0,0,0
89a901291abffff,89a90128577ffff,54,0,0,0
89a901291abffff,89a90129973ffff,38,0,0,0
89a901291abffff,89a901291afffff,10,0,0,0
89a901291abffff,89a9012841bffff,72,0,0,0
89a901291abffff,89a90129587ffff,41,0,0,0
89a901291abffff,89a9012816bffff,33,0,0,0
89a9012a3cfffff,89a901291abffff,80,159,0,0
89a9012a3cfffff,89a9012a3cfffff,1,159,0,0
89a9012a3cfffff,89a901295b7ffff,91,159,0,1
89a9012a3cfffff,89a901284a3ffff,61,159,0,0
89a9012a3cfffff,89a9012809bffff,64,159,0,0
89a9012a3cfffff,89a901285cfffff,43,159,0,0
89a9012a3cfffff,89a90e934d7ffff,111,159,1,0
89a9012a3cfffff,89a90129b47ffff,99,159,0,0
89a9012a3cfffff,89a90128a1bffff,84,159,1,0
89a9012a3cfffff,89a90129977ffff,92,159,0,0
89a9012a3cfffff,89a90128e27ffff,66,159,0,0
89a9012a3cfffff,89a9012a2a3ffff,39,159,0,0
89a9012a3cfffff,89a9012b3b7ffff,91,159,0,0
89a9012a3cfffff,89a901281dbffff,56,159,0,0
89a9012a3cfffff,89a90e9341bffff,105,159,0,0
89a9012a3cfffff,89a901290b7ffff,88,159,0,0
89a9012a3cfffff,89a90128363ffff,78,159,0,0
89a9012a3cfffff,89a9012a39bffff,30,159,0,0
89a9012a3cfffff,89a901280cfffff,67,159,0,0
89a9012a3cfffff,89a9012a237ffff,47,159,0,0
89a9012a3cfffff,89a90129a03ffff,107,159,0,0
89a9012a3cfffff,89a90129907ffff,94,159,1,0
89a9012a3cfffff,89a90e9244bffff,92,159,0,0
89a9012a3cfffff,89a90129a73ffff,105,159,0,0
89a9012a3cfffff,89a90128ad7ffff,81,159,0,0
89a9012a3cfffff,89a9012b133ffff,80,159,0,0
89a9012a3cfffff,89a90129157ffff,85,159,0,0
89a9012a3cfffff,89a9012852bffff,64,159,0,1
89a9012a3cfffff,89a901286dbffff,93,159,0,0
89a9012a3cfffff,89a9012a32bffff,42,159,0,0
89a9012a3cfffff,89a90128c6bffff,73,159,0,0
89a9012a3cfffff,89a9012834bffff,86,159,0,0
89a9012a3cfffff,89a90128187ffff,67,159,0,0
89a9012a3cfffff,89a9012a163ffff,44,159,0,0
89a9012a3cfffff,89a90129833ffff,90,159,1,0
89a9012a3cfffff,89a9012859bffff,45,159,0,0
89a9012a3cfffff,89a90e9348bffff,112,159,0,0
89a9012a3cfffff,89a9012848fffff,57,159,0,0
89a9012a3cfffff,89a9012956bffff,89,159,0,0
89a9012a3cfffff,89a9012aa83ffff,60,159,0,0
89a9012a3cfffff,89a90129bb3ffff,93,159,0,0
89a9012a3cfffff,89a9012aecbffff,49,159,1,1
89a9012a3cfffff,89a90129c3bffff,81,159,0,0
89a9012a3cfffff,89a90129d23ffff,78,159,0,0
89a9012a3cfffff,89a90128113ffff,61,159,0,0
89a9012a3cfffff,89a9012ae07ffff,56,159,0,0
89a9012a3cfffff,89a90128687ffff,76,159,0,0
89a9012a3cfffff,89a90129e8bffff,89,159,0,0
89a9012a3cfffff,89a90129d0fffff,80,159,0,0
89a9012a3cfffff,89a901298d7ffff,98,159,0,0
89a9012a3cfffff,89a90129e67ffff,97,159,0,1
89a9012a3cfffff,89a9012988fffff,92,159,0,0
89a9012a3cfffff,89a90128543ffff,49,159,0,0
89a9012a3cfffff,89a9012a307ffff,47,159,0,0
89a9012a3cfffff,89a9012b11bffff,92,159,0,0
89a9012a3cfffff,89a90128293ffff,82,159,1,1
89a9012a3cfffff,89a90128257ffff,74,159,0,1
89a9012a3cfffff,89a90129acbffff,96,159,1,0
89a9012a3cfffff,89a901282c7ffff,80,159,0,0
89a9012a3cfffff,89a90128043ffff,64,159,1,0
89a9012a3cfffff,89a9012ae77ffff,64,159,0,0
89a9012a3cfffff,89a9012866bffff,88,159,1,0
89a9012a3cfffff,89a90128a8bffff,80,159,0,0
89a9012a3cfffff,89a9012b1a3ffff,91,159,0,0
89a9012a3cfffff,89a90128617ffff,101,159,0,0
89a9012a3cfffff,89a90128007ffff,67,159,0,0
89a9012a3cfffff,89a901282abffff,73,159,0,0
89a9012a3cfffff,89a901283d3ffff,75,159,0,0
89a9012a3cfffff,89a90129d93ffff,74,159,1,0
89a9012a3cfffff,89a90129dc7ffff,85,159,0,0
89a9012a3cfffff,89a90128e0fffff,71,159,0,0
89a9012a3cfffff,89a9012a14fffff,34,159,1,0
89a9012a3cfffff,89a9012ae5bffff,53,159,0,1
89a9012a3cfffff,89a9012a377ffff,47,159,0,0
89a9012a3cfffff,89a90129ed3ffff,89,159,0,0
89a9012a3cfffff,89a9012884bffff,74,159,0,1
89a9012a3cfffff,89a9012aa47ffff,60,159,0,0
89a9012a3cfffff,89a90128437ffff,55,159,0,0
89a9012a3cfffff,89a9012a167ffff,51,159,0,0
89a9012a3cfffff,89a90129bb7ffff,97,159,0,0
89a9012a3cfffff,89a9012992bffff,89,159,0,0
89a9012a3cfffff,89a9012845bffff,69,159,0,0
89a9012a3cfffff,89a9012913bffff,92,159,0,0
89a9012a3cfffff,89a9012b32fffff,103,159,0,0
89a9012a3cfffff,89a90128077ffff,75,159,0,1
89a9012a3cfffff,89a90129903ffff,96,159,0,0
89a9012a3cfffff,89a90128433ffff,64,159,0,0
89a9012a3cfffff,89a90128e63ffff,71,159,1,0
89a9012a3cfffff,89a9012999bffff,88,159,0,0
89a9012a3cfffff,89a9012ac4bffff,57,159,0,0
89a9012a3cfffff,89a90128577ffff,59,159,0,0
89a9012a3cfffff,89a90129973ffff,89,159,0,0
89a9012a3cfffff,89a901291afffff,84,159,0,0
89a9012a3cfffff,89a9012841bffff,93,159,0,0
89a9012a3cfffff,89a90129587ffff,91,159,0,0
89a9012a3cfffff,89a9012816bffff,60,159,0,0
89a901295b7ffff,89a901291abffff,46,1008,0,0
89a901295b7ffff,89a9012a3cfffff,81,1008,0,0
89a901295b7ffff,89a901295b7ffff,0,1008,0,1
89a901295b7ffff,89a901284a3ffff,65,1008,0,0
89a901295b7ffff,89a9012809bffff,54,1008,0,0
89a901295b7ffff,89a901285cfffff,44,1008,0,0
89a901295b7ffff,89a90e934d7ffff,82,1008,1,0
89a901295b7ffff,89a90129b47ffff,69,1008,0,0
89a901295b7ffff,89a90128a1bffff,54,1008,1,0
89a901295b7ffff,89a90129977ffff,57,1008,0,0
89a901295b7ffff,89a90128e27ffff,42,1008,0,0
89a901295b7ffff,89a9012a2a3ffff,84,1008,0,0
89a901295b7ffff,89a9012b3b7ffff,85,1008,0,0
89a901295b7ffff,89a901281dbffff,46,1008,0,0
89a901295b7ffff,89a90e9341bffff,75,1008,0,0
89a901295b7ffff,89a901290b7ffff,50,1008,0,0
89a901295b7ffff,89a90128363ffff,54,1008,0,0
89a901295b7ffff,89a9012a39bffff,67,1008,0,0
89a901295b7ffff,89a901280cfffff,44,1008,0,0
89a901295b7ffff,89a9012a237ffff,90,1008,0,0
89a901295b7ffff,89a90129a03ffff,73,1008,0,0
89a901295b7ffff,89a90129907ffff,64,1008,1,0
89a901295b7ffff,89a90e9244bffff,62,1008,0,0
89a901295b7ffff,89a90129a73ffff,73,1008,0,0
89a901295b7ffff,89a90128ad7ffff,54,1008,0,0
89a901295b7ffff,89a9012b133ffff,68,1008,0,0
89a901295b7ffff,89a90129157ffff,51,1008,0,0
89a901295b7ffff,89a9012852bffff,61,1008,0,1
89a901295b7ffff,89a901286dbffff,48,1008,0,0
89a901295b7ffff,89a9012a32bffff,51,1008,0,0
89a901295b7ffff,89a90128c6bffff,50,1008,0,0
89a901295b7ffff,89a9012834bffff,45,1008,0,0
89a901295b7ffff,89a9012b383ffff,99,1008,0,0
89a901295b7ffff,89a90128187ffff,52,1008,0,0
89a901295b7ffff,89a9012a163ffff,60,1008,0,0
89a901295b7ffff,89a90129833ffff,57,1008,1,0
89a901295b7ffff,89a9012859bffff,48,1008,0,0
89a901295b7ffff,89a90e9348bffff,84,1008,0,0
89a901295b7ffff,89a9012956bffff,52,1008,0,0
89a901295b7ffff,89a9012aa83ffff,58,1008,0,0
89a901295b7ffff,89a90129bb3ffff,63,1008,0,0
89a901295b7ffff,89a9012aecbffff,61,1008,1,1
89a901295b7ffff,89a90129c3bffff,43,1008,0,0
89a901295b7ffff,89a90129d23ffff,54,1008,0,0
89a901295b7ffff,89a90128113ffff,49,1008,0,0
89a901295b7ffff,89a9012ae07ffff,65,1008,0,0
89a901295b7ffff,89a90128687ffff,69,1008,0,0
89a901295b7ffff,89a90129e8bffff,53,1008,0,0
89a901295b7ffff,89a90129d0fffff,55,1008,0,0
89a901295b7ffff,89a901298d7ffff,57,1008,0,0
89a901295b7ffff,89a9012b063ffff,90,1008,0,0
89a901295b7ffff,89a90129e67ffff,63,1008,0,1
89a901295b7ffff,89a9012988fffff,52,1008,0,0
89a901295b7ffff,89a90128543ffff,44,1008,0,0
89a901295b7ffff,89a9012a307ffff,61,1008,0,0
89a901295b7ffff,89a9012b11bffff,64,1008,0,0
89a901295b7ffff,89a90128293ffff,27,1008,1,1
89a901295b7ffff,89a90128257ffff,30,1008,0,1
89a901295b7ffff,89a90129acbffff,60,1008,1,0
89a901295b7ffff,89a9012b313ffff,82,1008,0,0
89a901295b7ffff,89a901282c7ffff,21,1008,0,0
89a901295b7ffff,89a90128043ffff,36,1008,1,0
89a901295b7ffff,89a9012ae77ffff,68,1008,0,0
89a901295b7ffff,89a9012866bffff,10,1008,1,0
89a901295b7ffff,89a90128a8bffff,49,1008,0,0
89a901295b7ffff,89a9012b1a3ffff,79,1008,0,0
89a901295b7ffff,89a90128617ffff,34,1008,0,0
89a901295b7ffff,89a90128007ffff,46,1008,0,0
89a901295b7ffff,89a901282abffff,30,1008,0,0
89a901295b7ffff,89a901283d3ffff,34,1008,0,0
89a901295b7ffff,89a90129d93ffff,50,1008,1,0
89a901295b7ffff,89a90129dc7ffff,59,1008,0,0
89a901295b7ffff,89a90128e0fffff,44,1008,0,0
89a901295b7ffff,89a9012a14fffff,54,1008,1,0
89a901295b7ffff,89a9012ae5bffff,61,1008,0,1
89a901295b7ffff,89a9012a377ffff,52,1008,0,0
89a901295b7ffff,89a90129ed3ffff,53,1008,0,0
89a901295b7ffff,89a9012884bffff,49,1008,0,1
89a901295b7ffff,89a9012aa47ffff,56,1008,0,0
89a901295b7ffff,89a90128437ffff,55,1008,0,0
89a901295b7ffff,89a9012a167ffff,67,1008,0,0
89a901295b7ffff,89a90129bb7ffff,67,1008,0,0
89a901295b7ffff,89a9012992bffff,58,1008,0,0
89a901295b7ffff,89a9012b347ffff,83,1008,0,0
89a901295b7ffff,89a9012845bffff,61,1008,0,0
89a901295b7ffff,89a9012913bffff,58,1008,0,0
89a901295b7ffff,89a9012b32fffff,27,1008,0,0
89a901295b7ffff,89a90128077ffff,38,1008,0,1
89a901295b7ffff,89a90129903ffff,61,1008,0,0
89a901295b7ffff,89a90128433ffff,64,1008,0,0
89a901295b7ffff,89a90128e63ffff,43,1008,1,0
89a901295b7ffff,89a9012999bffff,58,1008,0,0
89a901295b7ffff,89a9012ac4bffff,69,1008,0,0
89a901295b7ffff,89a90128577ffff,55,1008,0,0
89a901295b7ffff,89a90129973ffff,52,1008,0,0
89a901295b7ffff,89a901291afffff,50,1008,0,0
89a901295b7ffff,89a9012841bffff,87,1008,0,0
89a901295b7ffff,89a90129587ffff,18,1008,0,0
89a901295b7ffff,89a9012816bffff,33,1008,0,0
89a901284a3ffff,89a901291abffff,56,92,0,0
89a901284a3ffff,89a9012a3cfffff,61,92,0,0
89a901284a3ffff,89a901295b7ffff,66,92,0,1
89a901284a3ffff,89a901284a3ffff,1,92,0,0
89a901284a3ffff,89a9012809bffff,43,92,0,0
89a901284a3ffff,89a901285cfffff,23,92,0,0
89a901284a3ffff,89a90e934d7ffff,91,92,1,0
89a901284a3ffff,89a90129b47ffff,78,92,0,0
89a901284a3ffff,89a90128a1bffff,64,92,1,0
89a901284a3ffff,89a90129977ffff,69,92,0,0
89a901284a3ffff,89a90128e27ffff,45,92,0,0
89a901284a3ffff,89a9012a2a3ffff,59,92,0,0
89a901284a3ffff,89a9012b3b7ffff,72,92,0,0
89a901284a3ffff,89a901281dbffff,37,92,0,0
89a901284a3ffff,89a90e9341bffff,83,92,0,0
89a901284a3ffff,89a901290b7ffff,64,92,0,0
89a901284a3ffff,89a90128363ffff,54,92,0,0
89a901284a3ffff,89a9012a39bffff,47,92,0,0
89a901284a3ffff,89a901280cfffff,43,92,0,0
89a901284a3ffff,89a9012a237ffff,57,92,0,0
89a901284a3ffff,89a90129a03ffff,83,92,0,0
89a901284a3ffff,89a90129907ffff,74,92,1,0
89a901284a3ffff,89a90e9244bffff,77,92,0,0
89a901284a3ffff,89a90129a73ffff,81,92,0,0
89a901284a3ffff,89a90128ad7ffff,63,92,0,0
89a901284a3ffff,89a9012b133ffff,55,92,0,0
89a901284a3ffff,89a90129157ffff,61,92,0,0
89a901284a3ffff,89a9012852bffff,44,92,0,1
89a901284a3ffff,89a901286dbffff,73,92,0,0
89a901284a3ffff,89a9012a32bffff,33,92,0,0
89a901284a3ffff,89a90128c6bffff,49,92,0,0
89a901284a3ffff,89a9012834bffff,57,92,0,0
89a901284a3ffff,89a9012b383ffff,91,92,0,0
89a901284a3ffff,89a90128187ffff,50,92,0,0
89a901284a3ffff,89a9012a163ffff,44,92,0,0
89a901284a3ffff,89a90129833ffff,69,92,1,0
89a901284a3ffff,89a9012859bffff,30,92,0,0
89a901284a3ffff,89a90e9348bffff,92,92,0,0
89a901284a3ffff,89a9012848fffff,45,92,0,0
89a901284a3ffff,89a9012956bffff,65,92,0,0
89a901284a3ffff,89a9012aa83ffff,51,92,0,0
89a901284a3ffff,89a90129bb3ffff,73,92,0,0
89a901284a3ffff,89a9012aecbffff,39,92,1,1
89a901284a3ffff,89a90129c3bffff,55,92,0,0
89a901284a3ffff,89a90129d23ffff,61,92,0,0
89a901284a3ffff,89a90128113ffff,38,92,0,0
89a901284a3ffff,89a9012ae07ffff,46,92,0,0
89a901284a3ffff,89a90128687ffff,55,92,0,0
89a901284a3ffff,89a90129e8bffff,65,92,0,0
89a901284a3ffff,89a90129d0fffff,64,92,0,0
89a901284a3ffff,89a901298d7ffff,69,92,0,0
89a901284a3ffff,89a9012b063ffff,72,92,0,0
89a901284a3ffff,89a90129e67ffff,73,92,0,1
89a901284a3ffff,89a9012988fffff,64,92,0,0
89a901284a3ffff,89a90128543ffff,29,92,0,0
89a901284a3ffff,89a9012a307ffff,42,92,0,0
89a901284a3ffff,89a9012b11bffff,52,92,0,0
89a901284a3ffff,89a90128293ffff,58,92,1,1
89a901284a3ffff,89a90128257ffff,50,92,0,1
89a901284a3ffff,89a90129acbffff,72,92,1,0
89a901284a3ffff,89a9012b313ffff,94,92,0,0
89a901284a3ffff,89a901282c7ffff,56,92,0,0
89a901284a3ffff,89a90128043ffff,40,92,1,0
89a901284a3ffff,89a9012ae77ffff,54,92,0,0
89a901284a3ffff,89a9012866bffff,63,92,1,0
89a901284a3ffff,89a90128a8bffff,62,92,0,0
89a901284a3ffff,89a9012b1a3ffff,63,92,0,0
89a901284a3ffff,89a90128617ffff,80,92,0,0
89a901284a3ffff,89a90128007ffff,43,92,0,0
89a901284a3ffff,89a901282abffff,49,92,0,0
89a901284a3ffff,89a901283d3ffff,51,92,0,0
89a901284a3ffff,89a90129d93ffff,50,92,1,0
89a901284a3ffff,89a90129dc7ffff,61,92,0,0
89a901284a3ffff,89a90128e0fffff,50,92,0,0
89a901284a3ffff,89a9012a14fffff,39,92,1,0
89a901284a3ffff,89a9012ae5bffff,43,92,0,1
89a901284a3ffff,89a9012a377ffff,34,92,0,0
89a901284a3ffff,89a90129ed3ffff,65,92,0,0
89a901284a3ffff,89a9012884bffff,52,92,0,1
89a901284a3ffff,89a9012aa47ffff,52,92,0,0
89a901284a3ffff,89a90128437ffff,26,92,0,0
89a901284a3ffff,89a9012a167ffff,44,92,0,0
89a901284a3ffff,89a90129bb7ffff,76,92,0,0
89a901284a3ffff,89a9012992bffff,69,92,0,0
89a901284a3ffff,89a9012b347ffff,98,92,0,0
89a901284a3ffff,89a9012845bffff,47,92,0,0
89a901284a3ffff,89a9012913bffff,68,92,0,0
89a901284a3ffff,89a9012b32fffff,78,92,0,0
89a901284a3ffff,89a90128077ffff,51,92,0,1
89a901284a3ffff,89a90129903ffff,72,92,0,0
89a901284a3ffff,89a90128433ffff,35,92,0,0
89a901284a3ffff,89a90128e63ffff,53,92,1,0
89a901284a3ffff,89a9012999bffff,72,92,0,0
89a901284a3ffff,89a9012ac4bffff,47,92,0,0
89a901284a3ffff,89a90128577ffff,39,92,0,0
89a901284a3ffff,89a90129973ffff,64,92,0,0
89a901284a3ffff,89a901291afffff,60,92,0,0
89a901284a3ffff,89a9012841bffff,72,92,0,0
89a901284a3ffff,89a90129587ffff,66,92,0,0
89a901284a3ffff,89a9012816bffff,39,92,0,0
89a9012809bffff,89a901291abffff,46,577,0,0
89a9012809bffff,89a9012a3cfffff,61,577,0,0
89a9012809bffff,89a901295b7ffff,54,577,0,1
89a9012809bffff,89a901284a3ffff,47,577,0,0
89a9012809bffff,89a9012809bffff,0,577,0,0
89a9012809bffff,89a901285cfffff,25,577,0,0
89a9012809bffff,89a90e934d7ffff,83,577,1,0
89a9012809bffff,89a90129b47ffff,78,577,0,0
89a9012809bffff,89a90128a1bffff,54,577,1,0
89a9012809bffff,89a90129977ffff,59,577,0,0
89a9012809bffff,89a90128e27ffff,38,577,0,0
89a9012809bffff,89a9012a2a3ffff,59,577,0,0
89a9012809bffff,89a9012b3b7ffff,44,577,0,0
89a9012809bffff,89a901281dbffff,24,577,0,0
89a9012809bffff,89a90e9341bffff,83,577,0,0
89a9012809bffff,89a901290b7ffff,57,577,0,0
89a9012809bffff,89a90128363ffff,52,577,0,0
89a9012809bffff,89a9012a39bffff,47,577,0,0
89a9012809bffff,89a901280cfffff,21,577,0,0
89a9012809bffff,89a9012a237ffff,57,577,0,0
89a9012809bffff,89a90129a03ffff,73,577,0,0
89a9012809bffff,89a90129907ffff,65,577,1,0
89a9012809bffff,89a90e9244bffff,62,577,0,0
89a9012809bffff,89a90129a73ffff,73,577,0,0
89a9012809bffff,89a90128ad7ffff,53,577,0,0
89a9012809bffff,89a9012b133ffff,27,577,0,0
89a9012809bffff,89a90129157ffff,51,577,0,0
89a9012809bffff,89a9012852bffff,35,577,0,1
89a9012809bffff,89a901286dbffff,45,577,0,0
89a9012809bffff,89a9012a32bffff,33,577,0,0
89a9012809bffff,89a90128c6bffff,44,577,0,0
89a9012809bffff,89a9012834bffff,52,577,0,0
89a9012809bffff,89a9012b383ffff,70,577,0,0
89a9012809bffff,89a90128187ffff,43,577,0,0
89a9012809bffff,89a9012a163ffff,44,577,0,0
89a9012809bffff,89a90129833ffff,60,577,1,0
89a9012809bffff,89a9012859bffff,30,577,0,0
89a9012809bffff,89a90e9348bffff,86,577,0,0
89a9012809bffff,89a9012848fffff,68,577,0,0
89a9012809bffff,89a9012956bffff,55,577,0,0
89a9012809bffff,89a9012aa83ffff,49,577,0,0
89a9012809bffff,89a90129bb3ffff,69,577,0,0
89a9012809bffff,89a9012aecbffff,39,577,1,1
89a9012809bffff,89a90129c3bffff,48,577,0,0
89a9012809bffff,89a90129d23ffff,54,577,0,0
89a9012809bffff,89a90128113ffff,32,577,0,0
89a9012809bffff,89a9012ae07ffff,45,577,0,0
89a9012809bffff,89a90128687ffff,27,577,0,0
89a9012809bffff,89a90129e8bffff,59,577,0,0
89a9012809bffff,89a90129d0fffff,56,577,0,0
89a9012809bffff,89a901298d7ffff,62,577,0,0
89a9012809bffff,89a9012b063ffff,72,577,0,0
89a9012809bffff,89a90129e67ffff,63,577,0,1
89a9012809bffff,89a9012988fffff,56,577,0,0
89a9012809bffff,89a90128543ffff,26,577,0,0
89a9012809bffff,89a9012a307ffff,42,577,0,0
89a9012809bffff,89a9012b11bffff,31,577,0,0
89a9012809bffff,89a90128293ffff,48,577,1,1
89a9012809bffff,89a90128257ffff,44,577,0,1
89a9012809bffff,89a90129acbffff,72,577,1,0
89a9012809bffff,89a9012b313ffff,73,577,0,0
89a9012809bffff,89a901282c7ffff,49,577,0,0
89a9012809bffff,89a90128043ffff,30,577,1,0
89a9012809bffff,89a9012ae77ffff,52,577,0,0
89a9012809bffff,89a9012866bffff,51,577,1,0
89a9012809bffff,89a90128a8bffff,48,577,0,0
89a9012809bffff,89a9012b1a3ffff,35,577,0,0
89a9012809bffff,89a90128617ffff,54,577,0,0
89a9012809bffff,89a90128007ffff,30,577,0,0
89a9012809bffff,89a901282abffff,44,577,0,0
89a9012809bffff,89a901283d3ffff,43,577,0,0
89a9012809bffff,89a90129d93ffff,47,577,1,0
89a9012809bffff,89a90129dc7ffff,59,577,0,0
89a9012809bffff,89a90128e0fffff,42,577,0,0
89a9012809bffff,89a9012a14fffff,39,577,1,0
89a9012809bffff,89a9012ae5bffff,43,577,0,1
89a9012809bffff,89a9012a377ffff,34,577,0,0
89a9012809bffff,89a90129ed3ffff,55,577,0,0
89a9012809bffff,89a9012884bffff,45,577,0,1
89a9012809bffff,89a9012aa47ffff,47,577,0,0
89a9012809bffff,89a90128437ffff,28,577,0,0
89a9012809bffff,89a9012a167ffff,44,577,0,0
89a9012809bffff,89a90129bb7ffff,71,577,0,0
89a9012809bffff,89a9012992bffff,58,577,0,0
89a9012809bffff,89a9012b347ffff,83,577,0,0
89a9012809bffff,89a9012845bffff,19,577,0,0
89a9012809bffff,89a9012913bffff,58,577,0,0
89a9012809bffff,89a9012b32fffff,76,577,0,0
89a9012809bffff,89a90128077ffff,40,577,0,1
89a9012809bffff,89a90129903ffff,60,577,0,0
89a9012809bffff,89a90128433ffff,24,577,0,0
89a9012809bffff,89a90128e63ffff,43,577,1,0
89a9012809bffff,89a9012999bffff,64,577,0,0
89a9012809bffff,89a9012ac4bffff,47,577,0,0
89a9012809bffff,89a90128577ffff,33,577,0,0
89a9012809bffff,89a90129973ffff,54,577,0,0
89a9012809bffff,89a901291afffff,50,577,0,0
89a9012809bffff,89a9012841bffff,44,577,0,0
89a9012809bffff,89a90129587ffff,66,577,0,0
89a9012809bffff,89a9012816bffff,31,577,0,0
89a901285cfffff,89a901291abffff,37,1170,0,0
89a901285cfffff,89a9012a3cfffff,41,1170,0,0
89a901285cfffff,89a901295b7ffff,41,1170,0,1
89a901285cfffff,89a901284a3ffff,27,1170,0,0
89a901285cfffff,89a9012809bffff,19,1170,0,0
89a901285cfffff,89a901285cfffff,0,1170,0,0
89a901285cfffff,89a90e934d7ffff,67,1170,1,0
89a901285cfffff,89a90129b47ffff,58,1170,0,0
89a901285cfffff,89a90128a1bffff,38,1170,1,0
89a901285cfffff,89a90129977ffff,43,1170,0,0
89a901285cfffff,89a90128e27ffff,27,1170,0,0
89a901285cfffff,89a9012a2a3ffff,44,1170,0,0
